test_id,temperature_C,fuel_vol_pct,n2_added_vol_pct,o2_vol_pct,ignited,regime
A571,25.0,18.080,32.903,10.269,0,rich
A572,25.0,6.244,26.941,13.998,1,flammable
A573,25.0,16.182,7.277,16.035,0,rich
A574,25.0,7.171,7.096,17.961,1,flammable
A575,25.0,16.895,4.428,16.483,0,rich
A576,25.0,18.203,28.833,11.096,0,rich
A577,25.0,8.060,25.340,13.953,1,flammable
A578,25.0,17.330,3.653,16.554,0,rich
A579,25.0,6.566,49.005,9.308,0,inerted
A580,25.0,7.156,11.610,17.019,1,flammable
A581,25.0,0.852,39.035,12.593,0,lean
A582,25.0,8.985,19.431,14.997,1,flammable
A583,25.0,13.236,7.768,16.550,1,flammable
A584,25.0,12.183,34.439,11.183,0,rich
A585,25.0,13.546,17.584,14.428,0,rich
A586,25.0,3.017,3.411,19.603,0,lean
A587,25.0,17.137,18.782,13.425,0,rich
A588,25.0,0.147,44.246,11.650,0,lean
A589,25.0,5.116,40.722,11.347,1,flammable
A590,25.0,7.680,0.243,19.290,1,flammable
A591,25.0,8.207,17.267,15.613,1,flammable
A592,25.0,6.251,21.928,15.047,1,flammable
A593,25.0,7.417,49.733,8.977,0,inerted
A594,25.0,6.740,46.329,9.832,0,inerted
A595,25.0,3.842,31.252,13.598,0,lean
A596,25.0,14.000,23.399,13.115,0,rich
A597,25.0,4.337,43.163,10.999,0,lean
A598,25.0,11.069,26.436,13.093,0,rich
A599,25.0,9.041,1.985,18.640,1,flammable
A600,25.0,4.439,42.520,11.112,0,lean
A601,25.0,7.566,13.703,16.494,1,flammable
A602,25.0,9.807,17.665,15.195,1,flammable
A603,25.0,17.347,26.768,11.708,0,rich
A604,25.0,7.646,17.089,15.768,1,flammable
A605,25.0,19.921,10.479,14.581,0,rich
A606,25.0,17.878,31.030,10.704,0,rich
A607,25.0,15.043,3.189,17.130,1,flammable
A608,25.0,4.446,0.642,19.884,0,lean
A609,25.0,14.551,30.825,11.444,0,rich
A610,25.0,7.578,30.539,12.965,1,flammable
A611,25.0,1.009,38.842,12.601,0,lean
A612,25.0,14.729,21.629,13.333,0,rich
A613,25.0,4.855,38.819,11.800,0,lean
A614,25.0,9.835,2.046,18.461,1,flammable
A615,25.0,8.756,40.829,10.562,0,rich
A616,25.0,18.966,44.489,7.656,0,inerted
A617,25.0,6.101,14.374,16.660,1,flammable
A618,25.0,16.103,13.686,14.709,0,rich
A619,25.0,1.008,39.451,12.474,0,lean
A620,25.0,8.230,17.220,15.618,1,flammable
A621,25.0,8.584,22.850,14.365,1,flammable
A622,25.0,5.454,34.646,12.549,1,flammable
A623,25.0,4.101,13.713,17.218,0,lean
A624,25.0,5.843,39.097,11.535,1,flammable
A625,25.0,0.595,21.544,16.312,0,lean
A626,25.0,2.293,43.905,11.272,0,lean
A627,25.0,10.392,18.681,14.859,1,flammable
A628,25.0,8.809,31.784,12.446,0,rich
A629,25.0,11.622,19.990,14.327,0,rich
A630,25.0,6.351,10.372,17.447,1,flammable
A631,25.0,1.189,26.069,15.239,0,lean
A632,25.0,14.894,1.269,17.564,1,flammable
A633,25.0,3.265,27.674,14.468,0,lean
A634,25.0,18.317,46.197,7.434,0,inerted
A635,25.0,8.827,37.710,11.200,0,rich
A636,25.0,10.526,1.952,18.336,1,flammable
A637,25.0,10.505,49.919,8.291,0,inerted
A638,25.0,13.559,49.251,7.791,0,inerted
A639,25.0,8.838,9.604,17.086,1,flammable
A640,25.0,3.650,17.825,16.451,0,lean
A641,25.0,16.401,36.529,9.861,0,rich
A642,25.0,6.866,24.309,14.419,1,flammable
A643,25.0,2.343,40.464,11.982,0,lean
A644,25.0,5.141,31.791,13.213,0,lean
A645,25.0,9.521,47.997,8.900,0,inerted
A646,25.0,11.807,17.281,14.856,0,rich
A647,25.0,2.286,16.002,17.119,0,lean
A648,25.0,1.578,30.215,14.289,0,lean
A649,25.0,15.140,24.355,12.676,0,rich
A650,25.0,13.538,15.304,14.908,0,rich
A651,25.0,11.412,39.497,10.285,0,rich
A652,25.0,0.351,6.765,19.459,0,lean
A653,25.0,10.089,32.836,11.957,0,rich
A654,25.0,0.864,11.716,18.315,0,lean
A655,25.0,13.764,29.464,11.894,0,rich
A656,25.0,13.302,1.187,17.915,1,flammable
A657,25.0,6.112,10.135,17.546,1,flammable
A658,25.0,5.995,6.946,18.239,1,flammable
A659,25.0,5.604,20.255,15.533,1,flammable
A660,25.0,0.505,41.656,12.117,0,lean
A661,25.0,11.418,31.464,11.966,0,rich
A662,25.0,13.062,20.518,13.915,0,rich
A663,25.0,7.628,5.879,18.120,1,flammable
A664,25.0,0.480,38.987,12.682,0,lean
A665,25.0,3.479,28.223,14.308,0,lean
A666,25.0,1.912,41.918,11.767,0,lean
A667,25.0,19.270,40.685,8.389,0,rich
A668,25.0,18.463,28.539,11.103,0,rich
A669,25.0,3.212,17.609,16.588,0,lean
A670,25.0,16.883,12.910,14.708,0,rich
A671,25.0,13.632,48.526,7.928,0,inerted
A672,25.0,18.079,4.657,16.187,0,rich
A673,25.0,19.880,11.673,14.340,0,rich
A674,25.0,7.529,23.346,14.482,1,flammable
A675,25.0,3.116,35.260,12.910,0,lean
A676,25.0,18.381,32.008,10.394,0,rich
A677,25.0,2.261,3.258,19.794,0,lean
A678,25.0,6.874,23.292,14.630,1,flammable
A679,25.0,3.133,21.107,15.872,0,lean
A680,25.0,17.726,39.519,8.957,0,rich
A681,25.0,14.430,7.693,16.315,0,rich
A682,25.0,15.029,8.758,15.966,0,rich
A683,25.0,14.407,46.136,8.266,0,inerted
A684,25.0,5.794,35.317,12.337,1,flammable
A685,25.0,19.792,37.670,8.912,0,rich
A686,25.0,8.180,39.400,10.982,0,rich
A687,25.0,11.738,43.127,9.456,0,inerted
A688,25.0,19.077,36.756,9.253,0,rich
A689,25.0,10.599,6.935,17.277,1,flammable
A690,25.0,17.994,1.598,16.845,0,rich
A691,25.0,7.463,32.028,12.676,1,flammable
A692,25.0,18.894,28.504,11.020,0,rich
A693,25.0,7.759,21.001,14.925,1,flammable
A694,25.0,2.497,12.066,17.899,0,lean
A695,25.0,10.661,11.697,16.266,1,flammable
A696,25.0,10.618,39.611,10.427,0,rich
A697,25.0,13.822,21.992,13.447,0,rich
A698,25.0,15.637,25.470,12.338,0,rich
A699,25.0,4.494,30.591,13.600,0,lean
A700,25.0,19.734,27.417,11.072,0,rich
A701,25.0,13.667,25.873,12.666,0,rich
A702,25.0,12.187,6.057,17.128,1,flammable
A703,25.0,13.155,45.014,8.763,0,inerted
A704,25.0,19.312,38.569,8.824,0,rich
A705,25.0,3.811,36.692,12.464,0,lean
A706,25.0,1.175,25.358,15.391,0,lean
A707,25.0,6.668,27.341,13.825,1,flammable
A708,25.0,0.545,17.250,17.222,0,lean
A709,25.0,2.639,13.836,17.499,0,lean
A710,25.0,3.913,17.877,16.385,0,lean
A711,25.0,14.707,34.136,10.717,0,rich
A712,25.0,3.660,13.326,17.391,0,lean
A713,25.0,14.090,41.466,9.311,0,rich
A714,25.0,16.405,18.434,13.651,0,rich
A715,25.0,19.487,7.085,15.383,0,rich
A716,25.0,13.968,8.376,16.269,0,rich
A717,25.0,5.127,24.063,14.835,0,lean
A718,25.0,17.005,8.748,15.555,0,rich
A719,25.0,1.619,1.058,20.389,0,lean
A720,25.0,0.692,46.560,11.051,0,lean
A721,25.0,12.243,19.337,14.334,0,rich
A722,25.0,10.128,13.142,16.075,1,flammable
A723,25.0,7.486,14.350,16.375,1,flammable
A724,25.0,3.012,20.211,16.085,0,lean
A725,25.0,6.274,30.883,13.166,1,flammable
A726,25.0,13.322,43.911,8.960,0,inerted
A727,25.0,15.646,48.499,7.512,0,inerted
A728,25.0,0.410,12.616,18.221,0,lean
A729,25.0,15.340,3.538,16.995,0,rich
A730,25.0,9.831,33.988,11.770,0,rich
A731,25.0,0.730,25.802,15.392,0,lean
A732,25.0,15.414,30.910,11.245,0,rich
A733,25.0,11.529,45.606,8.980,0,inerted
A734,25.0,19.856,3.603,16.035,0,rich
A735,25.0,4.016,27.902,14.263,0,lean
A736,25.0,18.906,24.419,11.873,0,rich
A737,25.0,5.004,8.351,18.152,1,flammable
A738,25.0,3.174,32.156,13.548,0,lean
A739,25.0,6.100,33.748,12.602,1,flammable
A740,25.0,8.982,6.386,17.730,1,flammable
A741,25.0,14.478,45.539,8.376,0,inerted
A742,25.0,15.551,17.459,14.034,0,rich
A743,25.0,19.906,14.278,13.789,0,rich
A744,25.0,8.482,0.198,19.132,1,flammable
A745,25.0,9.958,4.498,17.921,1,flammable
A746,25.0,10.861,31.257,12.126,0,rich
A747,25.0,6.382,34.877,12.306,1,flammable
A748,25.0,6.388,22.345,14.930,1,flammable
A749,25.0,3.321,24.180,15.189,0,lean
A750,25.0,2.163,4.832,19.485,0,lean
A751,25.0,18.863,44.907,7.590,0,inerted
A752,25.0,16.403,44.930,8.101,0,inerted
A753,25.0,17.270,38.793,9.205,0,rich
A754,25.0,6.265,35.189,12.265,1,flammable
A755,25.0,8.009,14.861,16.159,1,flammable
A756,25.0,3.609,16.175,16.805,0,lean
A757,25.0,19.943,36.391,9.148,0,rich
A758,25.0,13.706,10.054,15.972,0,rich
A759,25.0,3.765,48.029,10.099,0,inerted
A760,25.0,0.099,36.369,13.310,0,lean
A761,25.0,7.246,41.055,10.831,0,rich
A762,25.0,12.715,7.579,16.698,1,flammable
A763,25.0,12.420,28.115,12.458,0,rich
A764,25.0,8.716,24.284,14.036,1,flammable
A765,25.0,9.685,3.654,18.156,1,flammable
A766,25.0,19.501,45.783,7.273,0,inerted
A767,25.0,14.424,38.162,9.933,0,rich
A768,25.0,19.695,35.853,9.313,0,rich
A769,25.0,15.522,2.907,17.089,0,rich
A770,25.0,12.179,11.789,15.929,1,flammable
A771,25.0,12.970,48.030,8.171,0,inerted
A772,25.0,0.483,48.242,10.742,0,lean
A773,25.0,19.168,8.741,15.103,0,rich
A774,25.0,15.663,47.934,7.626,0,inerted
A775,25.0,10.157,8.916,16.954,1,flammable
A776,25.0,0.380,26.788,15.258,0,lean
A777,25.0,18.755,8.632,15.212,0,rich
A778,25.0,8.553,43.010,10.147,0,inerted
A779,25.0,16.934,8.866,15.545,0,rich
A780,25.0,8.988,32.621,12.233,0,rich
A781,25.0,1.255,39.882,12.332,0,lean
A782,25.0,11.467,20.138,14.329,1,flammable
A783,25.0,0.848,44.297,11.492,0,lean
A784,25.0,17.370,19.086,13.313,0,rich
A785,25.0,13.410,35.092,10.789,0,rich
A786,25.0,3.121,20.106,16.084,0,lean
A787,25.0,8.990,32.790,12.197,0,rich
A788,25.0,7.866,16.131,15.923,1,flammable
A789,25.0,2.971,2.311,19.843,0,lean
A790,25.0,8.890,7.204,17.578,1,flammable
A791,25.0,9.701,46.297,9.218,0,inerted
A792,25.0,18.226,41.419,8.454,0,rich
A793,25.0,1.482,25.967,15.199,0,lean
A794,25.0,19.572,20.028,12.654,0,rich
A795,25.0,9.589,10.246,16.795,1,flammable
A796,25.0,10.303,10.127,16.670,1,flammable
A797,25.0,3.270,33.516,13.243,0,lean
A798,25.0,16.108,41.860,8.806,0,inerted
A799,25.0,13.477,21.955,13.527,0,rich
A800,25.0,19.839,41.665,8.065,0,inerted
