test_id,campaign,temperature_C,fuel_vol_pct,n2_added_vol_pct,o2_vol_pct,ignited,regime
A528,A,25.0,14.634,7.961,16.216,0,rich
A529,A,25.0,0.991,38.793,12.615,0,lean
A530,A,25.0,11.976,38.503,10.375,0,rich
A531,A,25.0,13.079,33.918,11.104,0,rich
A532,A,25.0,4.857,19.367,15.875,0,lean
A533,A,25.0,19.993,40.855,8.202,0,rich
A534,A,25.0,16.322,8.689,15.710,0,rich
A535,A,25.0,8.761,38.327,11.085,0,rich
A536,A,25.0,10.663,45.169,9.253,0,inerted
A537,A,25.0,2.006,24.139,15.473,0,lean
A538,A,25.0,10.007,18.821,14.910,1,flammable
A539,A,25.0,7.013,35.975,11.944,1,flammable
A540,A,25.0,7.228,17.800,15.707,1,flammable
A541,A,25.0,15.591,34.357,10.486,0,rich
A542,A,25.0,11.083,17.473,14.968,1,flammable
A543,A,25.0,0.905,6.261,19.449,0,lean
A544,A,25.0,7.986,9.994,17.183,1,flammable
A545,A,25.0,19.140,8.701,15.117,0,rich
A546,A,25.0,6.587,26.571,14.003,1,flammable
A547,A,25.0,16.831,44.699,8.060,0,inerted
A548,A,25.0,14.912,48.721,7.619,0,inerted
A549,A,25.0,13.850,43.265,8.984,0,inerted
A550,A,25.0,13.241,7.918,16.517,1,flammable
A551,A,25.0,15.719,2.616,17.109,1,flammable
A552,A,25.0,14.275,22.733,13.197,0,rich
A553,A,25.0,4.628,21.370,15.503,1,flammable
A554,A,25.0,9.595,8.672,17.123,1,flammable
A555,A,25.0,0.462,19.223,16.826,0,lean
A556,A,25.0,2.051,4.016,19.679,0,lean
A557,A,25.0,0.716,9.083,18.897,0,lean
A558,A,25.0,16.032,33.850,10.500,0,rich
A559,A,25.0,18.462,36.464,9.443,0,rich
A560,A,25.0,1.929,39.958,12.175,0,lean
A561,A,25.0,7.670,38.043,11.373,0,rich
A562,A,25.0,3.657,2.644,19.630,0,lean
A563,A,25.0,18.502,25.155,11.804,0,rich
A564,A,25.0,8.985,8.696,17.246,1,flammable
A565,A,25.0,12.657,8.351,16.549,1,flammable
A566,A,25.0,10.099,11.509,16.423,1,flammable
A567,A,25.0,19.272,23.495,11.990,0,rich
A568,A,25.0,0.181,9.128,19.000,0,lean
A569,A,25.0,16.246,17.552,13.869,0,rich
A570,A,25.0,10.194,12.703,16.153,1,flammable
A571,A,25.0,18.080,32.903,10.269,0,rich
A572,A,25.0,6.244,26.941,13.998,1,flammable
A573,A,25.0,16.182,7.277,16.035,0,rich
A574,A,25.0,7.171,7.096,17.961,1,flammable
A575,A,25.0,16.895,4.428,16.483,0,rich
A576,A,25.0,18.203,28.833,11.096,0,rich
A577,A,25.0,8.060,25.340,13.953,1,flammable
A578,A,25.0,17.330,3.653,16.554,0,rich
A579,A,25.0,6.566,49.005,9.308,0,inerted
A580,A,25.0,7.156,11.610,17.019,1,flammable
A581,A,25.0,0.852,39.035,12.593,0,lean
A582,A,25.0,8.985,19.431,14.997,1,flammable
A583,A,25.0,13.236,7.768,16.550,1,flammable
A584,A,25.0,12.183,34.439,11.183,0,rich
A585,A,25.0,13.546,17.584,14.428,0,rich
A586,A,25.0,3.017,3.411,19.603,0,lean
A587,A,25.0,17.137,18.782,13.425,0,rich
A588,A,25.0,0.147,44.246,11.650,0,lean
A589,A,25.0,5.116,40.722,11.347,1,flammable
A590,A,25.0,7.680,0.243,19.290,1,flammable
A591,A,25.0,8.207,17.267,15.613,1,flammable
A592,A,25.0,6.251,21.928,15.047,1,flammable
A593,A,25.0,7.417,49.733,8.977,0,inerted
A594,A,25.0,6.740,46.329,9.832,0,inerted
A595,A,25.0,3.842,31.252,13.598,0,lean
A596,A,25.0,14.000,23.399,13.115,0,rich
A597,A,25.0,4.337,43.163,10.999,0,lean
A598,A,25.0,11.069,26.436,13.093,0,rich
A599,A,25.0,9.041,1.985,18.640,1,flammable
A600,A,25.0,4.439,42.520,11.112,0,lean
A601,A,25.0,7.566,13.703,16.494,1,flammable
A602,A,25.0,9.807,17.665,15.195,1,flammable
A603,A,25.0,17.347,26.768,11.708,0,rich
A604,A,25.0,7.646,17.089,15.768,1,flammable
A605,A,25.0,19.921,10.479,14.581,0,rich
A606,A,25.0,17.878,31.030,10.704,0,rich
A607,A,25.0,15.043,3.189,17.130,1,flammable
A608,A,25.0,4.446,0.642,19.884,0,lean
A609,A,25.0,14.551,30.825,11.444,0,rich
A610,A,25.0,7.578,30.539,12.965,1,flammable
A611,A,25.0,1.009,38.842,12.601,0,lean
A612,A,25.0,14.729,21.629,13.333,0,rich
A613,A,25.0,4.855,38.819,11.800,0,lean
A614,A,25.0,9.835,2.046,18.461,1,flammable
A615,A,25.0,8.756,40.829,10.562,0,rich
A616,A,25.0,18.966,44.489,7.656,0,inerted
A617,A,25.0,6.101,14.374,16.660,1,flammable
A618,A,25.0,16.103,13.686,14.709,0,rich
A619,A,25.0,1.008,39.451,12.474,0,lean
A620,A,25.0,8.230,17.220,15.618,1,flammable
A621,A,25.0,8.584,22.850,14.365,1,flammable
A622,A,25.0,5.454,34.646,12.549,1,flammable
A623,A,25.0,4.101,13.713,17.218,0,lean
A624,A,25.0,5.843,39.097,11.535,1,flammable
A625,A,25.0,0.595,21.544,16.312,0,lean
A626,A,25.0,2.293,43.905,11.272,0,lean
A627,A,25.0,10.392,18.681,14.859,1,flammable
A628,A,25.0,8.809,31.784,12.446,0,rich
A629,A,25.0,11.622,19.990,14.327,0,rich
A630,A,25.0,6.351,10.372,17.447,1,flammable
A631,A,25.0,1.189,26.069,15.239,0,lean
A632,A,25.0,14.894,1.269,17.564,1,flammable
A633,A,25.0,3.265,27.674,14.468,0,lean
A634,A,25.0,18.317,46.197,7.434,0,inerted
A635,A,25.0,8.827,37.710,11.200,0,rich
A636,A,25.0,10.526,1.952,18.336,1,flammable
A637,A,25.0,10.505,49.919,8.291,0,inerted
A638,A,25.0,13.559,49.251,7.791,0,inerted
A639,A,25.0,8.838,9.604,17.086,1,flammable
A640,A,25.0,3.650,17.825,16.451,0,lean
A641,A,25.0,16.401,36.529,9.861,0,rich
A642,A,25.0,6.866,24.309,14.419,1,flammable
A643,A,25.0,2.343,40.464,11.982,0,lean
A644,A,25.0,5.141,31.791,13.213,0,lean
A645,A,25.0,9.521,47.997,8.900,0,inerted
A646,A,25.0,11.807,17.281,14.856,0,rich
A647,A,25.0,2.286,16.002,17.119,0,lean
A648,A,25.0,1.578,30.215,14.289,0,lean
A649,A,25.0,15.140,24.355,12.676,0,rich
A650,A,25.0,13.538,15.304,14.908,0,rich
A651,A,25.0,11.412,39.497,10.285,0,rich
A652,A,25.0,0.351,6.765,19.459,0,lean
A653,A,25.0,10.089,32.836,11.957,0,rich
A654,A,25.0,0.864,11.716,18.315,0,lean
A655,A,25.0,13.764,29.464,11.894,0,rich
A656,A,25.0,13.302,1.187,17.915,1,flammable
A657,A,25.0,6.112,10.135,17.546,1,flammable
A658,A,25.0,5.995,6.946,18.239,1,flammable
A659,A,25.0,5.604,20.255,15.533,1,flammable
A660,A,25.0,0.505,41.656,12.117,0,lean
A661,A,25.0,11.418,31.464,11.966,0,rich
A662,A,25.0,13.062,20.518,13.915,0,rich
A663,A,25.0,7.628,5.879,18.120,1,flammable
A664,A,25.0,0.480,38.987,12.682,0,lean
A665,A,25.0,3.479,28.223,14.308,0,lean
A666,A,25.0,1.912,41.918,11.767,0,lean
A667,A,25.0,19.270,40.685,8.389,0,rich
A668,A,25.0,18.463,28.539,11.103,0,rich
A669,A,25.0,3.212,17.609,16.588,0,lean
A670,A,25.0,16.883,12.910,14.708,0,rich
A671,A,25.0,13.632,48.526,7.928,0,inerted
A672,A,25.0,18.079,4.657,16.187,0,rich
A673,A,25.0,19.880,11.673,14.340,0,rich
A674,A,25.0,7.529,23.346,14.482,1,flammable
A675,A,25.0,3.116,35.260,12.910,0,lean
A676,A,25.0,18.381,32.008,10.394,0,rich
A677,A,25.0,2.261,3.258,19.794,0,lean
A678,A,25.0,6.874,23.292,14.630,1,flammable
A679,A,25.0,3.133,21.107,15.872,0,lean
A680,A,25.0,17.726,39.519,8.957,0,rich
A681,A,25.0,14.430,7.693,16.315,0,rich
A682,A,25.0,15.029,8.758,15.966,0,rich
A683,A,25.0,14.407,46.136,8.266,0,inerted
A684,A,25.0,5.794,35.317,12.337,1,flammable
A685,A,25.0,19.792,37.670,8.912,0,rich
A686,A,25.0,8.180,39.400,10.982,0,rich
A687,A,25.0,11.738,43.127,9.456,0,inerted
A688,A,25.0,19.077,36.756,9.253,0,rich
A689,A,25.0,10.599,6.935,17.277,1,flammable
A690,A,25.0,17.994,1.598,16.845,0,rich
A691,A,25.0,7.463,32.028,12.676,1,flammable
A692,A,25.0,18.894,28.504,11.020,0,rich
A693,A,25.0,7.759,21.001,14.925,1,flammable
A694,A,25.0,2.497,12.066,17.899,0,lean
A695,A,25.0,10.661,11.697,16.266,1,flammable
A696,A,25.0,10.618,39.611,10.427,0,rich
A697,A,25.0,13.822,21.992,13.447,0,rich
A698,A,25.0,15.637,25.470,12.338,0,rich
A699,A,25.0,4.494,30.591,13.600,0,lean
A700,A,25.0,19.734,27.417,11.072,0,rich
A701,A,25.0,13.667,25.873,12.666,0,rich
A702,A,25.0,12.187,6.057,17.128,1,flammable
A703,A,25.0,13.155,45.014,8.763,0,inerted
A704,A,25.0,19.312,38.569,8.824,0,rich
A705,A,25.0,3.811,36.692,12.464,0,lean
A706,A,25.0,1.175,25.358,15.391,0,lean
A707,A,25.0,6.668,27.341,13.825,1,flammable
A708,A,25.0,0.545,17.250,17.222,0,lean
A709,A,25.0,2.639,13.836,17.499,0,lean
A710,A,25.0,3.913,17.877,16.385,0,lean
A711,A,25.0,14.707,34.136,10.717,0,rich
A712,A,25.0,3.660,13.326,17.391,0,lean
A713,A,25.0,14.090,41.466,9.311,0,rich
A714,A,25.0,16.405,18.434,13.651,0,rich
A715,A,25.0,19.487,7.085,15.383,0,rich
A716,A,25.0,13.968,8.376,16.269,0,rich
A717,A,25.0,5.127,24.063,14.835,0,lean
A718,A,25.0,17.005,8.748,15.555,0,rich
A719,A,25.0,1.619,1.058,20.389,0,lean
A720,A,25.0,0.692,46.560,11.051,0,lean
A721,A,25.0,12.243,19.337,14.334,0,rich
A722,A,25.0,10.128,13.142,16.075,1,flammable
A723,A,25.0,7.486,14.350,16.375,1,flammable
A724,A,25.0,3.012,20.211,16.085,0,lean
A725,A,25.0,6.274,30.883,13.166,1,flammable
A726,A,25.0,13.322,43.911,8.960,0,inerted
A727,A,25.0,15.646,48.499,7.512,0,inerted
A728,A,25.0,0.410,12.616,18.221,0,lean
A729,A,25.0,15.340,3.538,16.995,0,rich
A730,A,25.0,9.831,33.988,11.770,0,rich
A731,A,25.0,0.730,25.802,15.392,0,lean
A732,A,25.0,15.414,30.910,11.245,0,rich
A733,A,25.0,11.529,45.606,8.980,0,inerted
A734,A,25.0,19.856,3.603,16.035,0,rich
A735,A,25.0,4.016,27.902,14.263,0,lean
A736,A,25.0,18.906,24.419,11.873,0,rich
A737,A,25.0,5.004,8.351,18.152,1,flammable
A738,A,25.0,3.174,32.156,13.548,0,lean
A739,A,25.0,6.100,33.748,12.602,1,flammable
A740,A,25.0,8.982,6.386,17.730,1,flammable
A741,A,25.0,14.478,45.539,8.376,0,inerted
A742,A,25.0,15.551,17.459,14.034,0,rich
A743,A,25.0,19.906,14.278,13.789,0,rich
A744,A,25.0,8.482,0.198,19.132,1,flammable
A745,A,25.0,9.958,4.498,17.921,1,flammable
A746,A,25.0,10.861,31.257,12.126,0,rich
A747,A,25.0,6.382,34.877,12.306,1,flammable
A748,A,25.0,6.388,22.345,14.930,1,flammable
A749,A,25.0,3.321,24.180,15.189,0,lean
A750,A,25.0,2.163,4.832,19.485,0,lean
A751,A,25.0,18.863,44.907,7.590,0,inerted
A752,A,25.0,16.403,44.930,8.101,0,inerted
A753,A,25.0,17.270,38.793,9.205,0,rich
A754,A,25.0,6.265,35.189,12.265,1,flammable
A755,A,25.0,8.009,14.861,16.159,1,flammable
A756,A,25.0,3.609,16.175,16.805,0,lean
A757,A,25.0,19.943,36.391,9.148,0,rich
A758,A,25.0,13.706,10.054,15.972,0,rich
A759,A,25.0,3.765,48.029,10.099,0,inerted
A760,A,25.0,0.099,36.369,13.310,0,lean
A761,A,25.0,7.246,41.055,10.831,0,rich
A762,A,25.0,12.715,7.579,16.698,1,flammable
A763,A,25.0,12.420,28.115,12.458,0,rich
A764,A,25.0,8.716,24.284,14.036,1,flammable
A765,A,25.0,9.685,3.654,18.156,1,flammable
A766,A,25.0,19.501,45.783,7.273,0,inerted
A767,A,25.0,14.424,38.162,9.933,0,rich
A768,A,25.0,19.695,35.853,9.313,0,rich
A769,A,25.0,15.522,2.907,17.089,0,rich
A770,A,25.0,12.179,11.789,15.929,1,flammable
A771,A,25.0,12.970,48.030,8.171,0,inerted
A772,A,25.0,0.483,48.242,10.742,0,lean
A773,A,25.0,19.168,8.741,15.103,0,rich
A774,A,25.0,15.663,47.934,7.626,0,inerted
A775,A,25.0,10.157,8.916,16.954,1,flammable
A776,A,25.0,0.380,26.788,15.258,0,lean
A777,A,25.0,18.755,8.632,15.212,0,rich
A778,A,25.0,8.553,43.010,10.147,0,inerted
A779,A,25.0,16.934,8.866,15.545,0,rich
A780,A,25.0,8.988,32.621,12.233,0,rich
A781,A,25.0,1.255,39.882,12.332,0,lean
A782,A,25.0,11.467,20.138,14.329,1,flammable
A783,A,25.0,0.848,44.297,11.492,0,lean
A784,A,25.0,17.370,19.086,13.313,0,rich
A785,A,25.0,13.410,35.092,10.789,0,rich
A786,A,25.0,3.121,20.106,16.084,0,lean
A787,A,25.0,8.990,32.790,12.197,0,rich
A788,A,25.0,7.866,16.131,15.923,1,flammable
A789,A,25.0,2.971,2.311,19.843,0,lean
A790,A,25.0,8.890,7.204,17.578,1,flammable
A791,A,25.0,9.701,46.297,9.218,0,inerted
A792,A,25.0,18.226,41.419,8.454,0,rich
A793,A,25.0,1.482,25.967,15.199,0,lean
A794,A,25.0,19.572,20.028,12.654,0,rich
A795,A,25.0,9.589,10.246,16.795,1,flammable
A796,A,25.0,10.303,10.127,16.670,1,flammable
A797,A,25.0,3.270,33.516,13.243,0,lean
A798,A,25.0,16.108,41.860,8.806,0,inerted
A799,A,25.0,13.477,21.955,13.527,0,rich
A800,A,25.0,19.839,41.665,8.065,0,inerted
B001,B,117.9,17.573,12.498,14.650,0,rich
B002,B,98.8,16.105,33.248,10.611,0,rich
B003,B,49.0,5.761,15.746,16.444,1,flammable
B004,B,105.9,14.123,21.057,13.580,0,rich
B005,B,55.8,18.508,22.103,12.442,0,rich
B006,B,100.6,11.671,20.655,14.178,0,rich
B007,B,76.2,17.707,2.008,16.820,0,rich
B008,B,131.1,6.201,30.696,13.220,1,flammable
B009,B,110.1,19.800,30.150,10.485,0,rich
B010,B,58.6,19.634,46.889,7.013,0,inerted
B011,B,37.5,8.003,15.567,16.012,1,flammable
B012,B,120.3,11.910,24.432,13.336,0,rich
B013,B,79.9,7.521,24.719,14.196,1,flammable
B014,B,136.9,19.403,21.472,12.387,0,rich
B015,B,140.9,8.539,9.030,17.269,1,flammable
B016,B,56.9,11.604,10.415,16.337,1,flammable
B017,B,80.5,0.238,14.244,17.916,0,lean
B018,B,86.5,10.677,13.411,15.904,1,flammable
B019,B,102.0,15.104,27.804,11.961,0,rich
B020,B,32.8,9.374,46.233,9.300,0,inerted
B021,B,27.4,3.521,19.611,16.104,0,lean
B022,B,43.6,11.593,5.143,17.444,1,flammable
B023,B,73.6,17.998,12.659,14.527,0,rich
B024,B,84.6,10.598,49.421,8.376,0,inerted
B025,B,76.7,5.038,45.931,10.272,0,inerted
B026,B,43.8,8.819,48.467,8.949,0,inerted
B027,B,126.6,3.390,8.061,18.551,0,lean
B028,B,144.2,14.187,44.914,8.569,0,rich
B029,B,122.6,19.638,0.242,16.785,0,rich
B030,B,103.8,15.321,28.615,11.745,0,rich
B031,B,140.6,19.496,11.565,14.443,0,rich
B032,B,103.7,16.081,34.648,10.322,0,rich
B033,B,70.9,6.194,6.625,18.264,1,flammable
B034,B,112.1,11.395,12.479,15.948,1,flammable
B035,B,62.0,17.171,19.538,13.259,0,rich
B036,B,123.6,7.267,37.164,11.642,0,rich
B037,B,87.7,12.071,22.583,13.690,0,rich
B038,B,77.1,13.918,36.053,10.481,0,rich
B039,B,35.3,13.465,36.822,10.415,0,rich
B040,B,66.4,8.594,43.732,9.988,0,inerted
B041,B,128.0,15.200,46.519,8.020,0,inerted
B042,B,37.4,5.849,37.555,11.857,1,flammable
B043,B,25.6,15.747,9.773,15.604,0,rich
B044,B,43.8,2.247,23.770,15.499,0,lean
B045,B,28.7,13.231,12.976,15.460,0,rich
B046,B,77.9,19.983,12.310,14.185,0,rich
B047,B,39.8,7.522,12.321,16.793,1,flammable
B048,B,98.0,12.731,3.916,17.462,1,flammable
B049,B,123.5,7.814,19.596,15.208,1,flammable
B050,B,38.4,7.968,33.432,12.277,1,flammable
B051,B,56.6,1.416,12.842,17.963,0,lean
B052,B,47.3,1.533,10.558,18.417,0,lean
B053,B,89.3,19.818,33.932,9.690,0,rich
B054,B,109.7,11.078,19.532,14.537,1,flammable
B055,B,81.1,19.577,24.887,11.635,0,rich
B056,B,114.4,16.700,40.119,9.046,0,rich
B057,B,148.1,6.216,38.834,11.512,0,rich
B058,B,135.3,3.785,13.774,17.272,0,lean
B059,B,59.5,0.132,29.619,14.717,0,lean
B060,B,69.2,8.257,29.412,13.058,1,flammable
B061,B,33.2,10.252,8.596,17.001,1,flammable
B062,B,34.7,15.272,12.704,15.089,0,rich
B063,B,117.1,11.540,16.516,15.072,1,flammable
B064,B,97.1,10.840,41.722,9.938,0,rich
B065,B,97.7,9.973,23.118,14.017,0,rich
B066,B,42.9,8.687,21.151,14.699,1,flammable
B067,B,42.8,7.579,3.765,18.573,1,flammable
B068,B,148.7,12.744,25.537,12.930,0,rich
B069,B,132.0,5.960,26.123,14.229,1,flammable
B070,B,97.9,13.855,21.761,13.488,0,rich
B071,B,82.7,7.165,7.775,17.820,1,flammable
B072,B,130.7,17.370,17.284,13.690,0,rich
B073,B,132.8,7.925,22.819,14.509,1,flammable
B074,B,83.8,19.726,26.014,11.368,0,rich
B075,B,82.2,1.604,39.970,12.240,0,lean
B076,B,90.2,18.089,30.534,10.763,0,rich
B077,B,62.7,19.602,46.558,7.089,0,inerted
B078,B,127.6,10.758,11.088,16.373,1,flammable
B079,B,44.0,7.416,38.105,11.413,0,rich
B080,B,38.0,8.361,42.663,10.260,0,inerted
B081,B,108.0,18.181,0.332,17.071,0,rich
B082,B,84.3,16.302,35.204,10.160,0,rich
B083,B,91.3,17.146,49.143,7.063,0,inerted
B084,B,52.2,14.554,17.608,14.212,0,rich
B085,B,131.5,8.476,7.439,17.616,1,flammable
B086,B,48.3,12.692,45.954,8.664,0,inerted
B087,B,123.9,12.820,20.225,14.027,0,rich
B088,B,49.2,1.875,37.583,12.684,0,lean
B089,B,120.4,11.948,48.101,8.370,0,inerted
B090,B,29.0,10.033,1.201,18.596,1,flammable
B091,B,49.6,2.770,41.889,11.594,0,lean
B092,B,102.5,12.331,28.098,12.480,0,rich
B093,B,92.9,8.547,20.164,14.935,1,flammable
B094,B,37.6,19.220,3.541,16.182,0,rich
B095,B,34.0,9.131,18.553,15.150,1,flammable
B096,B,39.1,18.134,42.251,8.299,0,inerted
B097,B,30.7,6.490,19.051,15.599,1,flammable
B098,B,132.2,5.856,33.827,12.636,1,flammable
B099,B,105.3,15.059,27.179,12.101,0,rich
B100,B,114.1,8.616,38.851,11.006,0,rich
B101,B,116.9,17.077,26.844,11.749,0,rich
B102,B,142.7,7.724,2.005,18.912,1,flammable
B103,B,38.1,5.407,1.726,19.456,1,flammable
B104,B,141.5,4.720,42.452,11.068,1,flammable
B105,B,58.6,14.302,20.184,13.725,0,rich
B106,B,117.0,4.744,19.862,15.795,1,flammable
B107,B,109.3,11.029,24.281,13.552,0,rich
B108,B,25.6,4.700,19.292,15.924,0,lean
B109,B,73.5,15.639,5.005,16.625,0,rich
B110,B,28.8,17.051,31.545,10.769,0,rich
B111,B,72.8,0.753,14.938,17.663,0,lean
B112,B,132.9,6.266,18.756,15.708,1,flammable
B113,B,74.3,13.597,11.994,15.589,0,rich
B114,B,41.7,1.083,18.593,16.828,0,lean
B115,B,137.1,12.785,6.022,17.010,1,flammable
B116,B,145.1,5.595,25.404,14.456,1,flammable
B117,B,84.0,13.852,30.161,11.729,0,rich
B118,B,130.0,4.094,33.949,12.980,0,lean
B119,B,120.3,7.060,14.037,16.530,1,flammable
B120,B,60.2,0.936,39.624,12.453,0,lean
B121,B,86.3,2.850,14.222,17.373,0,lean
B122,B,68.5,9.973,11.810,16.387,1,flammable
B123,B,120.7,1.196,11.970,18.192,0,lean
B124,B,37.6,11.982,5.279,17.334,1,flammable
B125,B,85.1,3.583,32.936,13.299,0,lean
B126,B,137.6,14.712,38.950,9.708,0,rich
B127,B,29.6,15.347,4.792,16.731,0,rich
B128,B,37.9,16.625,14.798,14.367,0,rich
B129,B,35.1,7.092,1.655,19.118,1,flammable
B130,B,84.3,6.479,40.907,11.023,0,rich
B131,B,83.3,11.122,28.251,12.701,0,rich
B132,B,73.9,13.353,9.394,16.184,1,flammable
B133,B,96.4,15.343,45.683,8.165,0,inerted
B134,B,68.6,11.024,5.550,17.478,1,flammable
B135,B,134.4,14.142,30.615,11.573,0,rich
B136,B,112.0,1.154,19.115,16.704,0,lean
B137,B,130.4,3.992,5.323,18.998,0,lean
B138,B,52.2,11.074,0.582,18.508,1,flammable
B139,B,96.2,2.325,41.689,11.729,0,lean
B140,B,94.1,11.952,41.645,9.721,0,rich
B141,B,77.3,12.684,33.777,11.216,0,rich
B142,B,107.8,11.856,48.388,8.329,0,inerted
B143,B,42.7,15.984,36.421,9.971,0,rich
B144,B,58.5,19.263,42.081,8.099,0,rich
B145,B,106.4,19.957,46.822,6.960,0,inerted
B146,B,82.8,6.548,3.004,18.949,1,flammable
B147,B,32.1,7.857,5.491,18.154,1,flammable
B148,B,133.2,18.765,35.517,9.578,0,rich
B149,B,44.5,16.704,45.894,7.836,0,inerted
B150,B,140.4,7.109,44.605,10.116,0,rich
B151,B,41.9,12.568,30.512,11.925,0,rich
B152,B,141.4,4.695,9.679,17.939,0,lean
B153,B,32.2,7.293,44.711,10.055,0,inerted
B154,B,118.2,0.589,36.204,13.242,0,lean
B155,B,110.0,9.746,48.698,8.706,0,inerted
B156,B,135.6,11.226,0.712,18.449,1,flammable
B157,B,47.5,8.007,9.360,17.312,1,flammable
B158,B,106.1,5.821,32.427,12.937,1,flammable
B159,B,39.3,3.910,2.201,19.670,0,lean
B160,B,30.9,5.881,1.375,19.430,1,flammable
B161,B,121.2,16.825,1.075,17.200,0,rich
B162,B,26.6,7.239,17.338,15.801,1,flammable
B163,B,36.9,10.267,2.768,18.219,1,flammable
B164,B,65.6,12.718,3.748,17.500,1,flammable
B165,B,64.5,11.160,31.215,12.072,0,rich
B166,B,69.7,3.749,8.870,18.306,0,lean
B167,B,54.1,16.216,40.218,9.127,0,rich
B168,B,64.5,6.215,47.193,9.761,0,inerted
B169,B,42.1,18.037,24.623,12.013,0,rich
B170,B,35.4,15.630,34.087,10.534,0,rich
B171,B,44.4,5.283,38.747,11.726,0,lean
B172,B,107.6,0.550,16.646,17.347,0,lean
B173,B,45.9,7.670,12.781,16.666,1,flammable
B174,B,28.0,13.328,12.203,15.601,0,rich
B175,B,27.3,4.666,18.892,16.015,0,lean
B176,B,33.9,10.101,20.279,14.585,1,flammable
B177,B,93.4,11.344,1.380,18.284,1,flammable
B178,B,114.9,4.714,31.985,13.262,1,flammable
B179,B,96.2,0.300,34.575,13.644,0,lean
B180,B,27.9,11.524,36.492,10.891,0,rich
B181,B,65.6,14.022,48.481,7.856,0,inerted
B182,B,90.5,4.477,27.311,14.290,0,lean
B183,B,65.2,16.544,33.613,10.442,0,rich
B184,B,115.7,4.424,5.267,18.920,0,lean
B185,B,32.1,9.319,26.589,13.427,0,rich
B186,B,142.8,19.303,33.688,9.848,0,rich
B187,B,50.9,1.685,21.967,15.995,0,lean
B188,B,63.1,19.222,15.244,13.729,0,rich
B189,B,57.6,15.985,26.276,12.096,0,rich
B190,B,77.4,3.039,37.933,12.366,0,lean
B191,B,111.8,8.868,41.478,10.403,0,rich
B192,B,63.3,19.851,38.926,8.636,0,rich
B193,B,33.5,2.589,21.700,15.861,0,lean
B194,B,74.6,17.418,24.179,12.235,0,rich
B195,B,118.8,16.310,20.016,13.340,0,rich
B196,B,149.2,7.133,32.336,12.681,1,flammable
B197,B,146.4,0.339,10.516,18.676,0,lean
B198,B,124.8,11.011,24.958,13.414,1,flammable
B199,B,99.8,5.998,37.624,11.811,1,flammable
B200,B,96.8,2.011,46.635,10.759,0,lean
B201,B,144.3,6.663,45.320,10.059,0,rich
B202,B,49.1,14.480,40.105,9.515,0,rich
B203,B,134.9,10.082,25.194,13.560,0,rich
B204,B,87.1,12.963,42.831,9.261,0,rich
B205,B,76.1,2.405,39.524,12.166,0,lean
B206,B,103.6,13.328,34.168,11.000,0,rich
B207,B,102.8,10.969,1.772,18.281,1,flammable
B208,B,64.3,2.482,1.071,20.206,0,lean
B209,B,31.9,12.095,24.214,13.343,0,rich
B210,B,63.5,16.468,34.024,10.372,0,rich
B211,B,75.1,17.481,47.852,7.263,0,inerted
B212,B,78.9,1.778,27.799,14.754,0,lean
B213,B,84.9,11.634,24.210,13.441,0,rich
B214,B,59.4,13.718,20.826,13.713,0,rich
B215,B,87.9,17.728,12.466,14.625,0,rich
B216,B,91.3,9.538,14.377,15.940,1,flammable
B217,B,48.1,5.910,15.673,16.428,1,flammable
B218,B,52.8,16.732,27.752,11.631,0,rich
B219,B,66.9,12.463,44.816,8.950,0,inerted
B220,B,145.6,19.580,40.175,8.431,0,rich
B221,B,121.4,9.193,37.085,11.255,0,rich
B222,B,74.4,3.555,44.915,10.796,0,lean
B223,B,66.9,0.868,24.735,15.586,0,lean
B224,B,93.0,6.621,27.074,13.891,1,flammable
B225,B,55.4,3.089,21.332,15.834,0,lean
B226,B,111.5,8.837,43.513,9.983,0,rich
B227,B,36.8,17.913,15.998,13.846,0,rich
B228,B,54.2,2.969,44.351,11.036,0,lean
B229,B,30.8,9.732,38.001,10.950,0,rich
B230,B,131.8,6.927,44.571,10.161,0,rich
B231,B,92.6,7.569,27.194,13.667,1,flammable
B232,B,44.2,12.836,17.499,14.595,0,rich
B233,B,58.6,13.559,22.468,13.402,0,rich
B234,B,125.1,13.195,24.536,13.045,0,rich
B235,B,51.1,8.544,45.873,9.550,0,inerted
B236,B,133.7,2.130,32.808,13.630,0,lean
B237,B,82.6,6.966,8.839,17.639,1,flammable
B238,B,28.5,5.123,9.338,17.920,1,flammable
B239,B,58.4,11.229,47.200,8.709,0,inerted
B240,B,51.1,10.145,33.500,11.806,0,rich
B241,B,83.9,0.694,46.883,10.983,0,lean
B242,B,65.7,11.891,24.461,13.334,0,rich
B243,B,145.7,6.169,20.394,15.385,1,flammable
B244,B,128.9,16.626,10.654,15.235,0,rich
B245,B,31.6,15.873,5.046,16.567,0,rich
B246,B,136.7,8.459,22.128,14.542,1,flammable
B247,B,59.4,5.042,0.634,19.761,1,flammable
B248,B,75.8,1.968,28.941,14.475,0,lean
B249,B,31.3,7.694,40.877,10.774,0,rich
B250,B,58.2,19.680,42.416,7.941,0,rich
B251,B,103.0,18.368,22.380,12.413,0,rich
B252,B,72.2,0.615,2.447,20.308,0,lean
B253,B,145.4,9.981,26.135,13.384,1,flammable
B254,B,146.4,13.186,30.027,11.897,0,rich
B255,B,90.2,14.813,43.319,8.771,0,rich
